Content,Emotion_predicted
RT Film date 03 29 20 The first patients arrive aboard USNS Mercy Mercy deployed in support o,fun
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
RT Life finds ways of throwing LEMON at me I ve struggled w coming forward but I want to inspire hope I returned to N,worry
RT Because we are on lockdown at the moment I m gonna surprise some people during the Covid 19 outbreak I m giving five p,fun
Deaths on 9 11 2996 The current number of COVID 19 deaths in America 3148 TrumpIsKillingAmericans,happiness
RT A New Jersey National Guardsman has died from COVID 19 He is believed to be the first serving military member to succumb to t,worry
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
RT My Mom s a nurse and just tested positive for COVID 19 The caregiver is now the patient Stay home for all the brave,relief
RT The same OAN reporter who said COVID was made in a North Carolina lab just used her time to attack abortion 2 405 A,worry
RT COVID19 This is probably the best scientific explainer I have seen on why we should all wear masks against coronavirus h,happiness
RT Aboriginal amp Torres Strait Islander health professionals sign up to the official GP updates from for the,fun
RT My daughter s first grade teacher has died from COVID 19,worry
RT In these times I want to do everything I can do to support those in need I will be committing up to 250K towards Covid,worry
RT READ Full transcript of President Duterte s address on the coronavirus disease 2019 COVID 19 pandemic via Moron,happiness
RT Fox News reportedly fears its early downplaying of COVID 19 leaves it open to lawsuits via,worry
RT UK discussed joint EU plan to buy Covid 19 medical supplies say officials At least four of those meetings discussed EU,happiness
three people i love were tested positive with COVID 19 your jokes aren t funny stay inside,fun
RT Or Do Notty A hospital in Buffalo New York fired one of their top executives after saying on her Facebook page that supporters of,relief
RT CNN amp MSNBC not airing the meeting between President amp supply chain distribution leaders to discuss COV,neutral
FEB 7 sent tons of covid 19 supplies to China Pompeo,happiness
RT Our COVID 19 response team needs a Wordpress developer asap EST ideally Advanced WP PHP JS CSS Colla,happiness
RT Choir practice turns deadly March 6 the choir s conductor informed 121 members that practice would proceed at a Mount Ver,fun
RT I just received my COVID 19 confirmation test result It is POSITIVE I am asymptomatic and will continue to self isolate,worry
RT Seeing so many I lost my to the COVID 19 May Allah have mercy on their souls and widen their grave,worry
RT Indio Fashion Mall before and after COVID 19,happiness
Ryan check out the relief loans grants that the SBA is doing for COVID 19 It might be able to help,worry
RT Yogi Govt takes over Hyatt Marriott other Lucknow 5 star hotels to lodge medical staff fighting Covid 19,happiness
RT AndeKarim Its easy to say that COVID 19 is spreading because people wont stay home I think it has more to do with the fact that,happiness
RT covid s 19 and now i am too more life to me,sadness
Some new data from VideoBI that analyzes video playback end user data from the past months and weeks to ident,sadness
RT Kenno x I m a front line HCW 6 out of my last 7 shifts have had to be covered by agency or overtime because I m waiting for covid 1,worry
RT The ACSM member leadership and the Annual Meeting and World Congresses Program Committee have announced the cancellation of t,fun
RT Or Do Notty A hospital in Buffalo New York fired one of their top executives after saying on her Facebook page that supporters of,relief
RT leon 04 My mom tested positive for COVID 19 yesterday Tonight we had to rush her to the emergency room because she couldn t breath,worry
RT ThePush Report LISTEN UP Everyone Go pick up a Midland Base Camp Two Way Radio It s the XT511 This will allow you to communic,fun
RT im 21 years old immunocompromised and i tested positive for COVID 19 i decided to share my story since its not lik,worry
RT There are more than 400 long term care facilities in the US with residents who are infected with the coronavirus the CDC says,fun
Video Every Second Counts Teen s Cancer Treatments Paused While Awaiting Covid 19 Results NBC News,happiness
Please I ve been trying all day and I was affected by covid 19 because I was trying to get a job and i,sadness
RT This is unconscionable Americans are already afraid of the impact the deadly COVID 19 pandemic is having on their lives th,sadness
RT Trump says Russia sent very very large planeload of supplies to US to fight COVID 19 Coronavirus Coro,worry
New York EMS lieutenant Vincent Variale who tested positive for Covid 19 said many first responders who treat cor,fun
RT Jennifer S 90 GIVEAWAY Ok guys iam going to be giving one person the chance to win this AMAZING CLEANING BUNDLE All you have to,worry
RT Coronavirus doesn t discriminate but racial disparities in our health care system may mean Black and Brown families aren t,neutral
RT Enough white people in the right places hated a black man and a white woman enough that they voted for a sociopath to be PO,worry
No burn this year Give nature a rest Help the fight Against COVID 19 Help the recovery from,worry
RT CNN Dr James T Goodrich the neurosurgeon who allowed CNN inside a remarkable operation to separate twins Jadon and Ania,neutral
RT We therefore pledge to make all intellectual property under our control available to any group or individual for use in,neutral
Forbes After Grassroots Uprising AZ Governor Issues Stay At Home Order To Prevent Spread Of COVID 19,happiness
RT Point is we all ought to show our truckers some love right now,fun
RT March 30 2020 USNS COMFORT arrival timelapse USNS Comfortarrives in New York City in supp,neutral
RT My Mom s a nurse and just tested positive for COVID 19 The caregiver is now the patient Stay home for all the brave,relief
The second question at today s Gov Ricketts press conference Will COVID 19 affect the rights of the accused to,worry
Live Now Indigenous Health During COVID 19 Virtual Medicine Recovering from the Coronavirus,worry
RT Songwriter of I Love Rock and Roll dies of COVID 19,fun
RT In the late 1990s the movie Twister along with increasing observational and modeling technologies spurred an intere,fun
He didn t blame anyone He asked journalists to do their job If there is a valid reason for the sud,worry
RT Delhi s Nizamuddin area 200 people taken for COVID 19 test as 7 people tested ve Police cordoned off entire area Niz,happiness
We are sad to announce that is temporarily closed due to the recent COVID 19 outbreak However during,sadness
RT Wuhan Virus Chinese Virus COVID 19 Doesn t matter the name my hometown will forever be known for that and only th,worry
The City of SantaMaria is waiving delinquent utility billing fees that occur because of the impacts of COVID 19 i,sadness
RT Using COVID 19 as an excuse Hungary s parliament gives Prime Minister Viktor Orban the power to rule by decree indefinitel,fun
Tomorrow s headlines by NEA Baptist Neighbors salvage their lives after tornado COVID 19 death reported in Paragould,happiness
RT revealing Abbott Labs new 5 minute COVID 19 test,happiness
RT I am recovering from COVID19 I will try to donate my plasma to help other patients If you are recovering from COVID19 a,worry
RT In these days hockey is secondary Big Zee Atlantic Division rivals talk about COVID 19 crisis,worry
Covid 19 is a virus made to eat testicles Alex Jones The Alex Jones Show Mon 03 30 20 1st Hour via,fun
RT This is unconscionable Americans are already afraid of the impact the deadly COVID 19 pandemic is having on their lives th,sadness
RT If you have an 80 year old patient with terminal cancer heart disease and diabetes hanging onto life by a thread who die,worry
RT Look at this Even the prisoners are trying to contribute to fight COVID 19 yet some dickheads out there are trying to force,worry
RT Stay Positive Covid 19,happiness
RT UK discussed joint EU plan to buy Covid 19 medical supplies say officials At least four of those meetings discussed EU,happiness
